GeneSymbol	log2FC	p_value_or_padj	Dataset	Comparison	Direction	In_CTD_marker	In_CTD_therapeutic	In_CTD_inferred	In_GeneCards_AD	Species
TIMP1	3.268624	8.74E-05	GSE6012_L	L_N	Up	yes	yes	yes	yes	Human
TIMP1	2.940918	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	yes	yes	Human
TMC1	2.31805	1.40E-08	GSE121212	L_N	Up	yes	yes	no	no	Human
TMC3	2.060661	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TMC5	2.23	0.00019	GSE75890	L_N	Up	yes	yes	no	no	Human
TMEFF1	2.507669	0.001128	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TMEFF1	3.180973	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TMEM105	2.626038	4.40E-16	GSE121212	L_N	Up	yes	yes	no	no	Human
TMEM132B	2.058642	0.037809	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TMEM132E	2.241499	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TMEM151A	2.637613	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TMEM178	2.218081	0.003762	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TMEM182	2.274061	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TMEM255A	-2.24	6.80E-05	GSE16161	L_N	Down	yes	yes	no	no	Human
TMPRSS11D	2.629638	6.69E-17	GSE121212	L_N	Up	yes	yes	no	no	Human
TMPRSS3	4.756259	0.003762	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TMPRSS3	2.937591	0.005772	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TMPRSS4	3.874472	1.12E-46	GSE121212	L_N	Up	yes	yes	no	no	Human
TMPRSS4	2.66	0.00059	GSE75890	L_N	Up	yes	yes	no	no	Human
TMPRSS6	-2.13486	2.62E-21	GSE121212	L_N	Down	yes	yes	no	no	Human
TNC	2.043482	9.31E-50	18_L	L_N	Up	yes	yes	no	no	Human
TNC	2.720093	3.20E-42	GSE121212	L_N	Up	yes	yes	no	no	Human
TNFAIP6	2.160555	0.037809	GSE6012_L	L_N	Up	yes	yes	yes	no	Human
TNFAIP6	2.334245	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	yes	no	Human
TNFRSF12A	2.413789	9.19E-25	GSE121212	L_N	Up	yes	yes	no	no	Human
TNFRSF14	2.845773	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TNFRSF21	2.480782	2.39E-47	GSE121212	L_N	Up	yes	yes	no	no	Human
TNFRSF4	2.307847	1.64E-11	GSE121212	L_N	Up	yes	yes	no	yes	Human
TNFRSF4	3.068148	0.017097	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
TNFRSF9	2.923096	1.33E-20	GSE121212	L_N	Up	yes	yes	no	no	Human
TNFSF15	2.200094	0.019223	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TNIP3	3.225181	1.99E-12	GSE121212	L_N	Up	yes	yes	no	no	Human
TNIP3	2.324413	0.008266	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TNIP3	2.155919	0.013104	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TNN	2.224048	0.008775	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TNNC1	-2.17714	6.48E-35	18_L	L_N	Down	yes	yes	no	no	Human
TNNC1	-3.45992	1.62E-63	GSE121212	L_N	Down	yes	yes	no	no	Human
TOP2A	2	2.70E-05	GSE16161	L_N	Up	yes	yes	no	no	Human
TREM1	2.087208	1.35E-11	18_L	L_N	Up	yes	yes	no	no	Human
TREM1	4.200947	0.000246	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TREM1	3.148588	0.007132	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TREML2	3.480685	2.84E-21	GSE121212	L_N	Up	yes	yes	no	no	Human
TREX2	3.437743	0.005192	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TREX2	3.362167	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TRIM10	3.566071	3.23E-36	GSE121212	L_N	Up	yes	yes	no	no	Human
TRIM15	3.647863	1.44E-27	GSE121212	L_N	Up	yes	yes	no	no	Human
TRIM22	2.002258	0.008266	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TRIM40	2.891296	5.61E-07	GSE121212	L_N	Up	yes	yes	no	no	Human
TRIM42	2.289006	0.027708	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TRIM65	2.158492	0.007096	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
TRPM1	2.208339	0.005192	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TRPM1	2.371136	0.022486	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TRPM3	2.616915	0.048341	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TSNARE1	2.26079	0.042802	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TSNAX	2.335192	0.017097	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
TSSK3	2.001388	0.012876	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TTC24	2.286668	0.005654	GSE121212	L_N	Up	yes	yes	no	no	Human
TTN	2.496891	0.012876	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
TULP3	2.160119	0.001919	GSE6012_L	L_N	Up	yes	yes	no	no	Human
TUT1	2.108763	0.011134	GSE6012_NL	NL_N	Up	yes	yes	no	yes	Human
TXNDC8	2.193751	7.49E-05	GSE121212	L_N	Up	yes	yes	no	no	Human
TYMP	2.792148	2.87E-44	GSE121212	L_N	Up	yes	yes	no	no	Human
TYMP	2.56	0.00011	GSE16161	L_N	Up	yes	yes	no	no	Human
TYR	2.19667	0.046399	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
TYROBP	2.392484	0.000133	GSE6012_L	L_N	Up	yes	yes	no	no	Human
UBA7	2.69864	0.003191	GSE6012_L	L_N	Up	yes	yes	no	no	Human
UBE2C	2.16	1.40E-05	GSE16161	L_N	Up	yes	yes	no	no	Human
UGT1A7	3.504684	8.77E-47	18_L	L_N	Up	yes	yes	no	no	Human
UGT1A7	2.563735	6.83E-39	GSE121212	L_N	Up	yes	yes	no	no	Human
UGT1A7	5.39	8.80E-06	GSE75890	L_N	Up	yes	yes	no	no	Human
UGT3A1	-2.27889	3.68E-05	GSE121212	L_N	Down	yes	yes	no	no	Human
UGT3A2	-2.22475	5.25E-15	18_L	L_N	Down	yes	yes	no	no	Human
UGT3A2	-3.7092	3.94E-27	GSE121212	L_N	Down	yes	yes	no	no	Human
UGT3A2	-2.89	0.0133	GSE140227	L_N	Down	yes	yes	no	no	Human
UGT3A2	-3.36	0.00021	GSE75890	L_N	Down	yes	yes	no	no	Human
UIMC1	2.460244	0.04266	GSE6012_L	L_N	Up	yes	yes	no	no	Human
UIMC1	2.334888	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ULBP1	2.799018	4.62E-22	18_L	L_N	Up	yes	yes	no	no	Human
ULBP2	2.353395	1.74E-26	18_L	L_N	Up	yes	yes	no	no	Human
ULBP2	2.915344	5.43E-21	GSE121212	L_N	Up	yes	yes	no	no	Human
UNC5A	2.110234	1.36E-07	GSE121212	L_N	Up	yes	yes	no	no	Human
UPP1	2.033096	6.12E-36	18_L	L_N	Up	yes	yes	no	no	Human
UPP1	2.064578	2.35E-30	GSE121212	L_N	Up	yes	yes	no	no	Human
UPP1	11.70015	0.000164	GSE6012_L	L_N	Up	yes	yes	no	no	Human
UPP1	3.83211	5.68E-05	GSE6012_L	L_N	Up	yes	yes	no	no	Human
UPP1	3.571841	0.000164	GSE6012_L	L_N	Up	yes	yes	no	no	Human
UPP1	5.705632	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
UPP1	2.864174	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
UPP1	2.831492	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
USP9Y	-2.4	0.035	GSE75890	L_N	Down	yes	yes	no	no	Human
UTS2R	2.173335	1.59E-15	18_NL_N	NL_N	Up	yes	yes	no	no	Human
UTY	-2.88	0.065	GSE75890	L_N	Down	yes	yes	no	no	Human
VCAN	2.095801	0.000537	GSE6012_L	L_N	Up	yes	yes	no	no	Human
VDR	2.808372	0.003762	GSE6012_L	L_N	Up	yes	yes	no	no	Human
VDR	2.176946	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
VDR	3.063654	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
VGLL3	-2.02	0.0002	GSE16161	L_N	Down	yes	yes	no	no	Human
VMO1	2.354619	0.009605	GSE6012_L	L_N	Up	yes	yes	no	no	Human
VNN3	3.65464	8.01E-13	GSE121212	L_N	Up	yes	yes	no	no	Human
VSTM2A	2.291405	0.002279	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
VTN	2.321572	0.011134	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
VWA2	2.316191	0.029295	GSE6012_L	L_N	Up	yes	yes	no	no	Human
VWA2	2.382463	0.027708	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
VWA3B	3.010007	0.019631	GSE6012_L	L_N	Up	yes	yes	no	no	Human
VWA3B	2.241051	0.042766	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
WASF3	2.278529	0.017097	GSE6012_L	L_N	Up	yes	yes	no	no	Human
WASF3	2.360756	0.017097	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
WDFY4	2.072007	1.09E-27	GSE121212	L_N	Up	yes	yes	no	no	Human
WDR37	2.713489	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
WDR66	2.098343	6.44E-20	GSE121212	L_N	Up	yes	yes	no	no	Human
WFIKKN2	-2.57058	4.70E-15	GSE121212	L_N	Down	yes	yes	no	no	Human
WIF1	-3.8986	1.80E-35	18_L	L_N	Down	yes	yes	no	no	Human
WIF1	-2.48559	1.60E-13	GSE121212	L_N	Down	yes	yes	no	no	Human
WIF1	-3.85	4.10E-05	GSE16161	L_N	Down	yes	yes	no	no	Human
WIF1	-3.33	0.00017	GSE32924	L_N	Down	yes	yes	no	no	Human
WIZ	2.048774	0.025696	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
WNT5A	2.16	5.10E-06	GSE16161	L_N	Up	yes	yes	no	no	Human
WNT5B	3.037951	0.002279	GSE6012_L	L_N	Up	yes	yes	no	no	Human
WNT5B	2.93752	0.002977	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
WWC1	2.47083	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
XDH	2.09347	0.000108	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
XDH	2.07193	0.001611	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
XIRP2	-2.14088	0.002372	GSE121212	L_N	Down	yes	yes	no	no	Human
XIST	3.34	0.068	GSE75890	L_N	Up	yes	yes	no	no	Human
YPEL4	2.082593	0.019223	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ZBTB22	2.014731	0.004649	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ZBTB34	2.261879	0.033047	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ZBTB4	2.265212	0.001474	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ZC3H12A	5.602071	0.005192	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ZC3H12A	3.39442	0.02313	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ZCCHC9	2.791989	0.03332	GSE6012_NL	NL_N	Up	yes	yes	no	no	Human
ZFP106	2.797055	0.01961	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ZIC3	2.187116	0.009605	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ZIC4	-2.01	0.0011	GSE140227	L_N	Down	yes	yes	no	no	Human
ZIC4	-2.01	0.0011	GSE140227	L_N	Down	yes	yes	no	no	Human
ZIM2	-2.65477	6.62E-05	GSE121212	L_N	Down	yes	yes	no	no	Human
ZNF30	2.037741	0.001871	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ZNF470	2.075529	0.003729	GSE6012_L_NL	L_vs_NL	Up	yes	yes	no	no	Human
ZNF516	2.101985	0.009605	GSE6012_L	L_N	Up	yes	yes	no	yes	Human
ZNF658	2.073396	0.011134	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ZNF676	-2.05188	4.62E-10	GSE121212	L_N	Down	yes	yes	no	no	Human
ZNF677	2.477554	0.002279	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ZNF79	2.105201	0.014855	GSE6012_L	L_N	Up	yes	yes	no	no	Human
ZNF890P	-2.01948	0.001926	GSE121212	L_N	Down	yes	yes	no	no	Human
ZP4	3.135421	0.006444	GSE121212	L_N	Up	yes	yes	no	no	Human
ZSCAN4	-2.49116	5.97E-08	GSE121212	L_N	Down	yes	yes	no	no	Human
AC002331.1	2.148386	0.000185	GSE121212	L_N	Up	no	no	no	no	Human
AC002451.3	-2.91991	3.41E-07	GSE121212	L_N	Down	no	no	no	no	Human
AC003090.1	-2.7091	5.92E-12	GSE121212	L_N	Down	no	no	no	no	Human
AC004870.5	3.621692	1.45E-11	GSE121212	L_N	Up	no	no	no	no	Human
AC005498.3	-2.11043	1.66E-05	GSE121212	L_N	Down	no	no	no	no	Human
AC006262.11	-2.22005	2.21E-22	GSE121212	L_N	Down	no	no	no	no	Human
AC006372.5	2.394114	7.06E-06	GSE121212	L_N	Up	no	no	no	no	Human
AC007163.3	2.306077	2.19E-05	GSE121212	L_N	Up	no	no	no	no	Human
AC007563.5	-2.16529	1.05E-07	GSE121212	L_N	Down	no	no	no	no	Human
AC008268.1	-5.37888	4.61E-18	GSE121212	L_N	Down	no	no	no	no	Human
AC010731.2	2.44559	1.71E-05	GSE121212	L_N	Up	no	no	no	no	Human
AC011288.2	3.225907	3.85E-05	GSE121212	L_N	Up	no	no	no	no	Human
AC011648.1	2.321754	1.09E-07	GSE121212	L_N	Up	no	no	no	no	Human
AC011752.1	-3.58095	8.43E-21	GSE121212	L_N	Down	no	no	no	no	Human
AC017002.1	2.06992	6.69E-05	GSE121212	L_N	Up	no	no	no	no	Human
AC018742.1	-2.31767	0.000116	GSE121212	L_N	Down	no	no	no	no	Human
AC022182.2	2.232994	1.13E-06	GSE121212	L_N	Up	no	no	no	no	Human
AC027612.4	2.97071	1.05E-06	GSE121212	L_N	Up	no	no	no	no	Human
AC067959.1	-2.33086	1.98E-27	GSE121212	L_N	Down	no	no	no	no	Human
AC069363.1	4.165436	1.81E-18	GSE121212	L_N	Up	no	no	no	no	Human
AC079325.6	3.114139	5.28E-07	GSE121212	L_N	Up	no	no	no	no	Human
AC079753.5	-3.49822	2.42E-20	GSE121212	L_N	Down	no	no	no	no	Human
AC092580.4	2.189502	3.01E-08	GSE121212	L_N	Up	no	no	no	no	Human
AC105049.1	2.083993	4.02E-09	GSE121212	L_N	Up	no	no	no	no	Human
AC106801.1	2.199443	5.84E-10	GSE121212	L_N	Up	no	no	no	no	Human
AC108142.1	2.376468	2.91E-06	GSE121212	L_N	Up	no	no	no	no	Human
AC112721.2	3.149462	2.51E-05	GSE121212	L_N	Up	no	no	no	no	Human
AC133644.2	2.137502	2.96E-07	GSE121212	L_N	Up	no	no	no	no	Human
AC138647.1	-4.72623	3.26E-16	GSE121212	L_N	Down	no	no	no	no	Human
ADIPOQ-AS1	-2.08	0.0109	GSE140227	L_N	Down	no	no	no	no	Human
ADORA2BP1	-2.75538	2.18E-20	GSE121212	L_N	Down	no	no	no	no	Human
AF064858.6	2.168211	2.00E-12	GSE121212	L_N	Up	no	no	no	no	Human
AGKP1	2.292783	0.019299	GSE121212	L_N	Up	no	no	no	no	Human
AGXT2L1	2.237188	0.002977	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
AL591704.7	4.748834	1.89E-13	GSE121212	L_N	Up	no	no	no	no	Human
AMT /// LOC485342	2.015065	0.001919	GSE6012_NL	NL_N	Up	no	no	no	no	Human
ANKRD20A5P	3.658002	9.92E-18	GSE121212	L_N	Up	no	no	no	no	Human
AOH2	3.486614	0.003762	GSE6012_L	L_N	Up	no	no	no	no	Human
AOH2	4.720895	0.001128	GSE6012_L	L_N	Up	no	no	no	no	Human
AOH2	2.841033	0.008775	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
AOH2	3.981066	0.004649	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
AOH3	2.590195	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
AOX2P	2.743497	2.34E-06	GSE121212	L_N	Up	no	no	no	no	Human
AP000344.3	-2.5224	2.89E-11	GSE121212	L_N	Down	no	no	no	no	Human
AP000439.3	-2.37735	8.62E-43	GSE121212	L_N	Down	no	no	no	no	Human
AP000695.4	2.285611	3.36E-05	GSE121212	L_N	Up	no	no	no	no	Human
AP001610.5	2.298858	2.49E-08	GSE121212	L_N	Up	no	no	no	no	Human
AREGB	2.051273	0.021275	GSE121212	L_N	Up	no	no	no	no	Human
ARMC4	2.425809	0.000365	GSE6012_L	L_N	Up	no	no	no	no	Human
ARMC4	2.390572	0.003729	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
ARSE	2.087216	0.03332	GSE6012_L	L_N	Up	no	no	no	no	Human
ARSE	2.195595	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
ARSH	3.235912	0.037809	GSE6012_L	L_N	Up	no	no	no	no	Human
ARSH	2.235701	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
ASS1P10	-2.74943	5.80E-07	GSE121212	L_N	Down	no	no	no	no	Human
Bak1	2.865671	0.000782	GSE6012_L	L_N	Up	no	no	no	no	Human
Bak1	2.228478	0.017097	GSE6012_NL	NL_N	Up	no	no	no	no	Human
BCMO1	3.13492	0.003191	GSE6012_L	L_N	Up	no	no	no	no	Human
BCMO1	2.847891	0.005772	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
BRAFP1	-2.04	0.0014	GSE140227	L_N	Down	no	no	no	no	Human
BVES	2.175007	0.007096	GSE6012_L	L_N	Up	no	no	no	no	Human
C10orf71	-2.06047	6.04E-13	GSE121212	L_N	Down	no	no	no	no	Human
C10orf71_AS1	-3.49821	3.01E-08	GSE121212	L_N	Down	no	no	no	no	Human
C10orf99	4.402739	########	18_L	L_N	Up	no	no	no	no	Human
C10orf99	3.496364	4.98E-51	GSE121212	L_N	Up	no	no	no	no	Human
C10orf99	2.35	0.037	GSE5667	L_N	Up	no	no	no	no	Human
C10orf99	3.08	3.70E-06	GSE75890	L_N	Up	no	no	no	no	Human
C10orf99	3.17	0.023	Acute_GSE36842	L_vs_NL	Up	no	no	no	no	Human
C12orf74	3.001163	6.19E-07	GSE121212	L_N	Up	no	no	no	no	Human
C15orf59_AS1	-2.01011	4.17E-05	GSE121212	L_N	Down	no	no	no	no	Human
C17orf96	2.009106	2.22E-29	18_L	L_N	Up	no	no	no	no	Human
C17orf96	2.428897	2.17E-34	GSE121212	L_N	Up	no	no	no	no	Human
C1orf158	-2.17631	0.000939	GSE121212	L_N	Down	no	no	no	no	Human
C1orf68	-3.52	1.70E-06	GSE16161	L_N	Down	no	no	no	no	Human
C1orf68	-2.79	2.10E-05	GSE32924	L_N	Down	no	no	no	no	Human
C1QTNF1_AS1	3.670097	5.09E-23	GSE121212	L_N	Up	no	no	no	no	Human
C2orf40	-2.10266	1.49E-17	GSE121212	L_N	Down	no	no	no	no	Human
C5orf46	-3.17878	8.04E-51	GSE121212	L_N	Down	no	no	no	no	Human
C5orf46	-2.94	5.40E-06	GSE32924	L_N	Down	no	no	no	no	Human
C6orf223	2.265927	1.66E-11	18_L	L_N	Up	no	no	no	no	Human
C6orf223	3.452564	3.43E-21	GSE121212	L_N	Up	no	no	no	no	Human
CAPZA3	2.172391	0.048341	GSE6012_L	L_N	Up	no	no	no	no	Human
CAPZA3	2.273763	0.019631	GSE6012_NL	NL_N	Up	no	no	no	no	Human
CARD18	-2.49	0.00012	GSE32924	L_N	Down	no	no	no	no	Human
CARM1P1	2.002419	0.001729	GSE121212	L_N	Up	no	no	no	no	Human
CCDC147	2.58351	0.005192	GSE6012_NL	NL_N	Up	no	no	no	no	Human
CCDC19	2.574901	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
CCDC19	2.304683	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
CD8BP	2.494667	1.10E-09	GSE121212	L_N	Up	no	no	no	no	Human
CENTB2	2.591627	0.029268	GSE6012_L	L_N	Up	no	no	no	no	Human
CLEC4M	2.169463	0.005192	GSE6012_L	L_N	Up	no	no	no	no	Human
CLLU1	2.737376	7.28E-06	GSE121212	L_N	Up	no	no	no	no	Human
CLLU1OS	2.634056	2.60E-06	GSE121212	L_N	Up	no	no	no	no	Human
COL29A1	12.07188	0.001611	GSE6012_L	L_N	Up	no	no	no	no	Human
COL29A1	3.276098	0.011134	GSE6012_L	L_N	Up	no	no	no	no	Human
COL29A1	5.704793	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
COL29A1	2.230764	0.02313	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
cOR10A3	2.391042	0.02313	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
cOR2T13	2.445229	0.037809	GSE6012_L	L_N	Up	no	no	no	no	Human
cOR6M4	3.37729	0.005772	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
cOR6M4	2.255717	0.03332	GSE6012_NL	NL_N	Up	no	no	no	no	Human
cOR8D6	2.847425	0.01961	GSE6012_L	L_N	Up	no	no	no	no	Human
cOR8D6	3.827707	0.008775	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
CRAMP1L	2.054043	0.008266	GSE6012_NL	NL_N	Up	no	no	no	no	Human
CTA_363E6.6	2.105343	2.30E-06	GSE121212	L_N	Up	no	no	no	no	Human
CTA_384D8.31	3.309705	3.96E-10	GSE121212	L_N	Up	no	no	no	no	Human
CTA_384D8.35	2.978826	1.89E-20	GSE121212	L_N	Up	no	no	no	no	Human
CTA_392E5.1	2.147153	0.000308	GSE121212	L_N	Up	no	no	no	no	Human
CTB_114C7.4	2.310358	0.018938	GSE121212	L_N	Up	no	no	no	no	Human
CTC_254B4.1	-2.1061	0.000678	GSE121212	L_N	Down	no	no	no	no	Human
CTC_327F10.1	-2.12342	2.60E-05	GSE121212	L_N	Down	no	no	no	no	Human
CTC_327F10.4	-2.98385	3.15E-30	GSE121212	L_N	Down	no	no	no	no	Human
CTC_327F10.5	-2.96433	6.12E-31	GSE121212	L_N	Down	no	no	no	no	Human
CTC_490G23.2	3.318588	4.21E-06	GSE121212	L_N	Up	no	no	no	no	Human
CTC_518B2.8	2.150838	1.07E-19	GSE121212	L_N	Up	no	no	no	no	Human
CTD_2555C10.3	2.075365	4.05E-13	GSE121212	L_N	Up	no	no	no	no	Human
CTD_3064M3.7	2.007925	0.000115	GSE121212	L_N	Up	no	no	no	no	Human
CUBNP3	-2.24694	0.000341	GSE121212	L_N	Down	no	no	no	no	Human
CYP2A13 /// CYP2A25	4.183677	0.003729	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
DCDC5	2.638052	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
DEFB103A	3.816073	9.68E-12	GSE121212	L_N	Up	no	no	no	yes	Human
DLA-64	2.313035	0.000133	GSE6012_L	L_N	Up	no	no	no	no	Human
DLA-79	2.534695	0.002279	GSE6012_L	L_N	Up	no	no	no	no	Human
DLA-DQA1	2.145073	0.004425	GSE6012_L	L_N	Up	no	no	no	no	Human
DLA-DQB1	2.343972	0.001611	GSE6012_L	L_N	Up	no	no	no	no	Human
DRAIC	2.607251	1.78E-11	GSE121212	L_N	Up	no	no	no	no	Human
EEF1GP2	-4.5567	5.12E-19	GSE121212	L_N	Down	no	no	no	no	Human
ELA1	2.242147	0.015906	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
EMR1	2.768195	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
EMR1	2.195941	0.000365	GSE6012_L	L_N	Up	no	no	no	no	Human
EMR3	2.537395	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
EXDL1	2.051323	0.002977	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
FAM159A	2.122002	0.000221	GSE121212	L_N	Up	no	no	no	no	Human
FLJ26245	-2.66861	0.000991	GSE121212	L_N	Down	no	no	no	no	Human
G10019	-2.93771	2.02E-13	GSE121212	L_N	Down	no	no	no	no	Human
G10488	-4.64158	3.24E-18	GSE121212	L_N	Down	no	no	no	no	Human
G10489	-3.60725	1.20E-20	GSE121212	L_N	Down	no	no	no	no	Human
G10551	-2.22485	0.000177	GSE121212	L_N	Down	no	no	no	no	Human
G11194	-3.98116	2.27E-12	GSE121212	L_N	Down	no	no	no	no	Human
G11279	2.170778	5.08E-08	GSE121212	L_N	Up	no	no	no	no	Human
G12186	-2.82248	1.89E-10	GSE121212	L_N	Down	no	no	no	no	Human
G12854	2.00731	7.25E-10	GSE121212	L_N	Up	no	no	no	no	Human
G13548	-2.64089	8.31E-06	GSE121212	L_N	Down	no	no	no	no	Human
G13883	3.301461	6.32E-18	GSE121212	L_N	Up	no	no	no	no	Human
G16052	2.399047	0.001368	GSE121212	L_N	Up	no	no	no	no	Human
G16208	3.427504	1.62E-05	GSE121212	L_N	Up	no	no	no	no	Human
G18355	-2.36141	2.98E-13	GSE121212	L_N	Down	no	no	no	no	Human
G19270	-5.66534	3.04E-31	GSE121212	L_N	Down	no	no	no	no	Human
G22304	-2.11162	0.001663	GSE121212	L_N	Down	no	no	no	no	Human
G23772	-2.83878	7.91E-13	GSE121212	L_N	Down	no	no	no	no	Human
G23773	-2.79799	3.06E-16	GSE121212	L_N	Down	no	no	no	no	Human
G23907	-2.49471	4.52E-13	GSE121212	L_N	Down	no	no	no	no	Human
G25046	-3.75201	4.14E-12	GSE121212	L_N	Down	no	no	no	no	Human
G25251	4.021039	1.48E-10	GSE121212	L_N	Up	no	no	no	no	Human
G25746	-2.29794	2.75E-33	GSE121212	L_N	Down	no	no	no	no	Human
G2608	4.54074	3.67E-15	GSE121212	L_N	Up	no	no	no	no	Human
G26457	2.730295	4.95E-06	GSE121212	L_N	Up	no	no	no	no	Human
G26809	2.151246	1.01E-06	GSE121212	L_N	Up	no	no	no	no	Human
G27536	-2.49312	2.92E-08	GSE121212	L_N	Down	no	no	no	no	Human
G28007	-2.19853	0.000315	GSE121212	L_N	Down	no	no	no	no	Human
G30143	-2.32889	7.60E-17	GSE121212	L_N	Down	no	no	no	no	Human
G30345	-3.56393	2.83E-32	GSE121212	L_N	Down	no	no	no	no	Human
G30952	-2.00621	4.57E-13	GSE121212	L_N	Down	no	no	no	no	Human
G32308	2.78894	8.77E-08	GSE121212	L_N	Up	no	no	no	no	Human
G32422	-3.34796	4.03E-13	GSE121212	L_N	Down	no	no	no	no	Human
G33755	4.202595	8.23E-22	GSE121212	L_N	Up	no	no	no	no	Human
G33836	-2.65377	9.70E-07	GSE121212	L_N	Down	no	no	no	no	Human
G33837	-4.00382	2.09E-11	GSE121212	L_N	Down	no	no	no	no	Human
G3386	3.950873	2.47E-09	GSE121212	L_N	Up	no	no	no	no	Human
